,Unnamed: 0,categories,text,text_full,main_category,label_mid,label_high
2058,3004,"89 Inne - praw medyczne, 122 umowa zlecenie",['czy klient może samodzielnie podwyższyć stawkę o wskaźnik inflacji i wykazać nową stawkę na fakturze czy wymagany jest aneks do umowy?'],czy klient może samodzielnie podwyższyć stawkę o wskaźnik inflacji i wykazać nową stawkę na fakturze czy wymagany jest aneks do umowy,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2059,3005,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny, 115 Zobowiązania, 125 umowa pożyczki","['ile wynosiły odsetki kapitałowe na dzień zawarcia umowy pożyczki przez klienta?', 'jakie okoliczności brane są pod uwagę przy ocenie czy klient udzielił pożyczki w ramach prowadzonej działalności gospodarczej?', 'czy fakt, że warunki umowy proponował pożyczkobiorca ma jakiś wpływ na karę czy jej wymiar?', 'czy przy ocenie, czy klient prowadzi działalność gospodarczą ma znaczenie ilość udzielonych pożyczek?', 'na jaki moment należy dokonać oceny, czy klient prowadzi działalność gospodarczą czy nie?', 'czy zaprzestanie udzielania pożyczek stanowi okoliczność łagodzącą?', 'czy wobec faktu iż prowizja została potrącona z należności głównej i klient nie wystosowywał żądania jej zapłaty, stanowi okoliczność wyłączającą popełnienie czynu określonego w art. 304 § 2 kodeksu karnego?']",ile wynosiły odsetki kapitałowe na dzień zawarcia umowy pożyczki przez klienta jakie okoliczności brane są pod uwagę przy ocenie czy klient udzielił pożyczki w ramach prowadzonej działalności gospodarczej czy fakt że warunki umowy proponował pożyczkobiorca ma jakiś wpływ na karę czy jej wymiar czy przy ocenie czy klient prowadzi działalność gospodarczą ma znaczenie ilość udzielonych pożyczek na jaki moment należy dokonać oceny czy klient prowadzi działalność gospodarczą czy nie czy zaprzestanie udzielania pożyczek stanowi okoliczność łagodzącą czy wobec faktu iż prowizja została potrącona z należności głównej i klient nie wystosowywał żądania jej zapłaty stanowi okoliczność wyłączającą popełnienie czynu określonego w art    kodeksu karnego,prawo karne procesowe,prawo karne procesowe,prawo karne
2060,3007,"112 Prawo cywilne procesowe, 115 Zobowiązania","['jakie są koszty wniesienia pozwu, jeśli klient skorzysta z ubezpieczenia ochrony prawnej?', 'czy jeśli\xa0 rozstrzygnięcie będzie niekorzystne dla klienta koszty będą pokrywane\xa0\nz ubezpieczenia ochrony prawnej? do jakiej kwoty ubezpieczyciel będzie pokrywał koszty?', 'czy zespół adwokatów i radców prawnych z lex secure podtrzymuje swoje stanowisko?']",jakie są koszty wniesienia pozwu jeśli klient skorzysta z ubezpieczenia ochrony prawnej czy jeśli rozstrzygnięcie będzie niekorzystne dla klienta koszty będą pokrywanez ubezpieczenia ochrony prawnej do jakiej kwoty ubezpieczyciel będzie pokrywał koszty czy zespół adwokatów i radców prawnych z lex secure podtrzymuje swoje stanowisko,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2061,3008,118 Ubezpieczeniowe,['czy zainteresowana oraz jej partner mogą dochodzić odszkodowania za poniesione wskutek stłuczki szkody od kierowcy drugiego samochodu?'],czy zainteresowana oraz jej partner mogą dochodzić odszkodowania za poniesione wskutek stłuczki szkody od kierowcy drugiego samochodu,ubezpieczeniowe,ubezpieczeniowe,prawo cywilne
2062,3011,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania","['jak kształtuje się odpowiedzialność klienta za ewentualny błąd medyczny?', 'czy klient powinien udostępnić polisę pacjentce?']",jak kształtuje się odpowiedzialność klienta za ewentualny błąd medyczny czy klient powinien udostępnić polisę pacjentce,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2063,3013,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy",['czy pracodawca może odmówić klientce przebywającej na urlopie rodzicielskim powrotu do pracy na 1/2 etatu?'],czy pracodawca może odmówić klientce przebywającej na urlopie rodzicielskim powrotu do pracy na  etatu,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2064,3014,"73 Prawo karne wykroczeniowe, 74 Ustawa Kodeks karny",['czy klientka może wnosić o skrócenie okresu obowiązywania zakazu prowadzenia pojazdów mechanicznych w ruchu lądowym?'],czy klientka może wnosić o skrócenie okresu obowiązywania zakazu prowadzenia pojazdów mechanicznych w ruchu lądowym,prawo karne wykroczeniowe,prawo karne wykroczeniowe,prawo karne
2065,3015,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 115 Zobowiązania","['czy klientka udzieliła wyczerpującej odpowiedzi pacjentce drogą e-mailową?', 'czy klientka jest zobowiązana udostępnić dokumentację medyczną oraz dane pacjentki ubezpieczycielowi?']",czy klientka udzieliła wyczerpującej odpowiedzi pacjentce drogą emailową czy klientka jest zobowiązana udostępnić dokumentację medyczną oraz dane pacjentki ubezpieczycielowi,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
2066,3018,"74 Ustawa Kodeks karny, 115 Zobowiązania, 175 Dokumenty/Pisma pozaprocesowe",['czy klientka ma obowiązek zwrócenia pieniędzy rejestratorce?'],czy klientka ma obowiązek zwrócenia pieniędzy rejestratorce,ustawa kodeks karny,prawo karne materialne,prawo karne
2068,3021,114 Rzeczowe,['w jaki sposób teściowa może eksmitować zięcia?'],w jaki sposób teściowa może eksmitować zięcia,rzeczowe,rzeczowe,prawo cywilne
2070,3023,91 Ustawa Kodeks pracy,"['czy klient będzie mógł zostać zobowiązany do zapłaty kosztów szkolenia?', 'w jaki sposób klient mógłby uniknąć zapłaty?']",czy klient będzie mógł zostać zobowiązany do zapłaty kosztów szkolenia w jaki sposób klient mógłby uniknąć zapłaty,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2071,3024,59 Ustawa Prawo farmaceutyczne,['czy informacje z opinii 022894 są nadal aktualne?'],czy informacje z opinii  są nadal aktualne,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
2072,3025,"59 Ustawa Prawo farmaceutyczne, 62 Ustawa o zawodach farmaceuty","['czy przewidziany przepisami 2-letni okres wydłuża się przy pracy na podstawie umowy zlecenie w niepełnym wymiarze czasu?', 'czy farmaceuta może zaliczyć sobie na poczet 2-letniego okresu przepracowane już wcześniej godziny?']",czy przewidziany przepisami letni okres wydłuża się przy pracy na podstawie umowy zlecenie w niepełnym wymiarze czasu czy farmaceuta może zaliczyć sobie na poczet letniego okresu przepracowane już wcześniej godziny,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
2073,3026,"79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 89 Inne - praw medyczne, 91 Ustawa Kodeks pracy","['czy w przypadku braku specjalisty na oddziale lekarz rezydent może nie opisać badania rtg wykonanego w związku z wypadkiem drogowym lub udarem pacjenta?', 'czy lekarz specjalista, który kończy 24-godzinny dyżur, może opuścić miejsce pracy w przypadku braku osoby, która przejmie oddział?', 'czy lekarz rezydent ma obowiązek stawienia się na dyżur przewidziany w grafiku, jeżeli na oddziale w tym czasie nie będzie lekarza specjalisty?']",czy w przypadku braku specjalisty na oddziale lekarz rezydent może nie opisać badania rtg wykonanego w związku z wypadkiem drogowym lub udarem pacjenta czy lekarz specjalista który kończy godzinny dyżur może opuścić miejsce pracy w przypadku braku osoby która przejmie oddział czy lekarz rezydent ma obowiązek stawienia się na dyżur przewidziany w grafiku jeżeli na oddziale w tym czasie nie będzie lekarza specjalisty,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2074,3027,26 Prawo wojskowe,['czy klient może uchylić się od stawiennictwa na ćwiczeniach?'],czy klient może uchylić się od stawiennictwa na ćwiczeniach,prawo wojskowe,prawo administracyjne materialne,prawo administracyjne
2075,3028,197 Inne - praw farmaceutyczne,['czy pracownik apteki posiadający specjalizację i stopnia ma tytuł specjalisty?'],czy pracownik apteki posiadający specjalizację i stopnia ma tytuł specjalisty,inne  praw farmaceutyczne,inne  praw farmaceutyczne,prawo farmaceutyczne
2076,3030,"114 Rzeczowe, 137 Podatek od spadków i darowizn",['czy małżonka klienta będzie obowiązana do zapłaty podatku od spadków i darowizn?'],czy małżonka klienta będzie obowiązana do zapłaty podatku od spadków i darowizn,rzeczowe,rzeczowe,prawo cywilne
2077,3031,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania",['jak przedstawia się kwestia odpowiedzialności zatrudnionej przez klientkę pielęgniarki?'],jak przedstawia się kwestia odpowiedzialności zatrudnionej przez klientkę pielęgniarki,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
2078,3032,89 Inne - praw medyczne,['czy klientka powinna otrzymać podwyżkę?'],czy klientka powinna otrzymać podwyżkę,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2079,3033,144 Podatek akcyzowy,['kto powinien zarejestrować się w centralnym rejestrze podmiotów akcyzowych – klientka jako osoba prywatna czy spółka jawna?'],kto powinien zarejestrować się w centralnym rejestrze podmiotów akcyzowych  klientka jako osoba prywatna czy spółka jawna,podatek akcyzowy,podatki poĺrednie,prawo podatkowe
2080,3034,59 Ustawa Prawo farmaceutyczne,['czy w tej sytuacji pacjentka ma prawo do reklamacji?'],czy w tej sytuacji pacjentka ma prawo do reklamacji,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
2081,3036,89 Inne - praw medyczne,['czy przepisy prawa przewidują ilu specjalistów neurologii musi zatrudniać szpital wykonujący świadczenia finansowane przez nfz na oddziale neurologicznym?'],czy przepisy prawa przewidują ilu specjalistów neurologii musi zatrudniać szpital wykonujący świadczenia finansowane przez nfz na oddziale neurologicznym,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2082,3037,79 Ustawa o zawodach lekarza i lekarza dentysty,"['jakie wymagania musi spełniać kierownik oddziału neurologicznego zgodnie z rozporządzeniem ministra zdrowia w sprawie kwalifikacji wymaganych od pracowników na poszczególnych rodzajach stanowisk pracy w podmiotach leczniczych niebędących przedsiębiorcami?', 'czy kandydat na stanowisko kierownika oddziału musi mieć 8 letnie doświadczenie, jako lekarz specjalista w myśl zapisów powyższego rozporządzenia?']",jakie wymagania musi spełniać kierownik oddziału neurologicznego zgodnie z rozporządzeniem ministra zdrowia w sprawie kwalifikacji wymaganych od pracowników na poszczególnych rodzajach stanowisk pracy w podmiotach leczniczych niebędących przedsiębiorcami czy kandydat na stanowisko kierownika oddziału musi mieć  letnie doświadczenie jako lekarz specjalista w myśl zapisów powyższego rozporządzenia,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2083,3038,91 Ustawa Kodeks pracy,['przez jak długi okres klientka powinna przechowywać dyplomy ukończenia studiów wyższych przez pracowników apteki zatrudnionych na podstawie umowy zlecenia oraz umowy o pracę?'],przez jak długi okres klientka powinna przechowywać dyplomy ukończenia studiów wyższych przez pracowników apteki zatrudnionych na podstawie umowy zlecenia oraz umowy o pracę,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2084,3039,77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta,['w jaki sposób jednocześnie zachować w tajemnicy dokumentację medyczną pacjenta i wywiązać się z obowiązku względem ubezpieczyciela (udzielania mu informacji o szkodzie)?'],w jaki sposób jednocześnie zachować w tajemnicy dokumentację medyczną pacjenta i wywiązać się z obowiązku względem ubezpieczyciela udzielania mu informacji o szkodzie,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
2085,3040,"69 Prawo karne procesowe, 79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 89 Inne - praw medyczne","['jakie kroki prawne może podjąć rodzina po zmarłym w celu wyegzekwowania przeprowadzenia sekcji zwłok ?', 'czy klientka musi przeprowadzić sekcję zwłok w przypadku niemożliwości ustalenia przyczyn zgonu pacjenta ?']",jakie kroki prawne może podjąć rodzina po zmarłym w celu wyegzekwowania przeprowadzenia sekcji zwłok  czy klientka musi przeprowadzić sekcję zwłok w przypadku niemożliwości ustalenia przyczyn zgonu pacjenta,prawo karne procesowe,prawo karne procesowe,prawo karne
2086,3041,"112 Prawo cywilne procesowe, 115 Zobowiązania","['czy powód miał prawo ponownie skierować pozew o zapłatę?', 'czy klient może otrzymać zwrot kosztów poniesionych w elektronicznym postępowaniu upominawczym?', 'czy klient może otrzymać zwrot kosztów związanych z zastępstwem procesowym?']",czy powód miał prawo ponownie skierować pozew o zapłatę czy klient może otrzymać zwrot kosztów poniesionych w elektronicznym postępowaniu upominawczym czy klient może otrzymać zwrot kosztów związanych z zastępstwem procesowym,prawo cywilne procesowe,prawo cywilne procesowe,prawo cywilne
2087,3044,79 Ustawa o zawodach lekarza i lekarza dentysty,"['w jaki sposób klientka może doprowadzić do przedłużenia okresu specjalizacji w ten sposób, żeby przez rok przebywać na urlopie bezpłatnym?']",w jaki sposób klientka może doprowadzić do przedłużenia okresu specjalizacji w ten sposób żeby przez rok przebywać na urlopie bezpłatnym,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2088,3046,"59 Ustawa Prawo farmaceutyczne, 62 Ustawa o zawodach farmaceuty, 79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 116 Spadkowe","['czy w przypadku gdyby klient zmarł a jego małżonka odziedziczyła udziały w spółce z o.o. prowadzącej podmiot leczniczy, to czy będzie ona mogła prowadzić dalej aptekę?', 'w którym momencie wojewódzka inspekcja sanitarna będzie mogła odebrać małżonce klientki zezwolenie na prowadzenie apteki: w chwili śmierci klienta, stwierdzenia nabycia spadku czy w innym momencie?', 'czy przy dziale spadku, małżonka klienta będzie mogła przekazać udziały w aptece dzieciom klienta i jego małżonki?']",czy w przypadku gdyby klient zmarł a jego małżonka odziedziczyła udziały w spółce z oo prowadzącej podmiot leczniczy to czy będzie ona mogła prowadzić dalej aptekę w którym momencie wojewódzka inspekcja sanitarna będzie mogła odebrać małżonce klientki zezwolenie na prowadzenie apteki w chwili śmierci klienta stwierdzenia nabycia spadku czy w innym momencie czy przy dziale spadku małżonka klienta będzie mogła przekazać udziały w aptece dzieciom klienta i jego małżonki,ustawa prawo farmaceutyczne,ustawa prawo farmaceutyczne,prawo farmaceutyczne
2089,3050,89 Inne - praw medyczne,"['ile powinno wynosić wynagrodzenie klientki od dnia 1 lipca 2021 r.?', 'czy klientka powinna zażądać zawarcia umowy o pracę na czas określony?']",ile powinno wynosić wynagrodzenie klientki od dnia  lipca  r czy klientka powinna zażądać zawarcia umowy o pracę na czas określony,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2090,3051,169 Dodatek COVID-19,"['co powinien zrobić klient, w celu wyegzekwowania zapłaty dodatku covidowego w przypadku, w którym wezwanie do zapłaty okazało się nieskuteczne?']",co powinien zrobić klient w celu wyegzekwowania zapłaty dodatku covidowego w przypadku w którym wezwanie do zapłaty okazało się nieskuteczne,dodatek covid,covid,prawo medyczne
2091,3053,"91 Ustawa Kodeks pracy, 109 Inne - praw pracy","['czy klient powinien był dostarczyć wymagane dokumenty do zakładu pracy?', 'czy zakład pracy postąpił w przedmiotowej sprawie zgodnie z prawem?']",czy klient powinien był dostarczyć wymagane dokumenty do zakładu pracy czy zakład pracy postąpił w przedmiotowej sprawie zgodnie z prawem,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2092,3055,20 Prawo budowlane,['czy istnieje możliwość zablokowania inwestycji?'],czy istnieje możliwość zablokowania inwestycji,prawo budowlane,prawo administracyjne materialne,prawo administracyjne
2093,3056,"79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 91 Ustawa Kodeks pracy, 115 Zobowiązania",['czy klientka może zostać zobowiązana przez pracodawcę do zawarcia umowy kontraktowej\ni do odbywania w ramach tej umowy nocnych dyżurów w nocnej opiece zdrowotnej?'],czy klientka może zostać zobowiązana przez pracodawcę do zawarcia umowy kontraktoweji do odbywania w ramach tej umowy nocnych dyżurów w nocnej opiece zdrowotnej,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2094,3058,79 Ustawa o zawodach lekarza i lekarza dentysty,['czy prawidłowym rozwiązaniem będzie rozwiązanie umowy o pracę na czas nieokreślony i wnioskowanie o zawarcie umowy na czas określony w celu dokończenia rezydentury?'],czy prawidłowym rozwiązaniem będzie rozwiązanie umowy o pracę na czas nieokreślony i wnioskowanie o zawarcie umowy na czas określony w celu dokończenia rezydentury,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2095,3059,"91 Ustawa Kodeks pracy, 164 COVID-19","['czym różni się telepraca od pracy zdalnej?', 'czy jeżeli praca zdalna jest praktykowana w firmie, to można wystąpić o świadczenie telepracy?']",czym różni się telepraca od pracy zdalnej czy jeżeli praca zdalna jest praktykowana w firmie to można wystąpić o świadczenie telepracy,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2096,3060,144 Podatek akcyzowy,['jakie formalności musi spełnić apteka przed dokonaniem zakupu alkoholu etylowego w celu sporządzania leków recepturowych i dezynfekcji?'],jakie formalności musi spełnić apteka przed dokonaniem zakupu alkoholu etylowego w celu sporządzania leków recepturowych i dezynfekcji,podatek akcyzowy,podatki poĺrednie,prawo podatkowe
2097,3062,"91 Ustawa Kodeks pracy, 164 COVID-19",['jakie przepisy obowiązują obecnie w zakresie ważności badań okresowych i kontrolnych?'],jakie przepisy obowiązują obecnie w zakresie ważności badań okresowych i kontrolnych,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2099,3067,195 Prawo turystyczne,['czy klient może odstąpić od umowy?'],czy klient może odstąpić od umowy,prawo turystyczne,prawo administracyjne materialne,prawo administracyjne
2100,3069,91 Ustawa Kodeks pracy,['czy pracodawca złożył rozwiązanie umowy o pracę bez wypowiedzenia zgodnie z prawem?'],czy pracodawca złożył rozwiązanie umowy o pracę bez wypowiedzenia zgodnie z prawem,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2101,3070,114 Rzeczowe,"['jakie kroki prawne mogą podjąć osoby, które nie chcą w swoim sąsiedztwie dyskoteki/klubu nocnego ze względu na głośną i wulgarną muzykę oraz zniszczenia powstające przez uczestników zabawy?']",jakie kroki prawne mogą podjąć osoby które nie chcą w swoim sąsiedztwie dyskotekiklubu nocnego ze względu na głośną i wulgarną muzykę oraz zniszczenia powstające przez uczestników zabawy,rzeczowe,rzeczowe,prawo cywilne
2102,3071,"15 Prawo ochrony danych osobowych, 64 Prawo konstytucyjne , 115 Zobowiązania",['czy sąsiad klientki miał prawo zamontować kamery?'],czy sąsiad klientki miał prawo zamontować kamery,prawo ochrony danych osobowych,prawo administracyjne materialne,prawo administracyjne
2103,3073,91 Ustawa Kodeks pracy,"['czy i w jakich przypadkach pracodawca może nie udzielić pracownikowi urlopu uprzednio przewidzianego w planie urlopowym?', 'z jakim uprzedzeniem pracodawca powinien poinformować pracownika o braku możliwości udzielenia urlopu zgodnie z terminem przewidzianym w planie urlopowym?', 'w jaki sposób należy rozdysponować dni urlopu, które nie zostały wykorzystane przez pracownika zgodnie z planem urlopów?', 'czy niewykorzystane dni urlopów zgodnie z planem urlopów, pracownik może wykorzystać w późniejszym czasie w częściach?']",czy i w jakich przypadkach pracodawca może nie udzielić pracownikowi urlopu uprzednio przewidzianego w planie urlopowym z jakim uprzedzeniem pracodawca powinien poinformować pracownika o braku możliwości udzielenia urlopu zgodnie z terminem przewidzianym w planie urlopowym w jaki sposób należy rozdysponować dni urlopu które nie zostały wykorzystane przez pracownika zgodnie z planem urlopów czy niewykorzystane dni urlopów zgodnie z planem urlopów pracownik może wykorzystać w późniejszym czasie w częściach,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
2104,3074,20 Prawo budowlane,['do jakiej instytucji należałoby zgłosić wadliwą i niebezpieczną konstrukcję placu zabaw?'],do jakiej instytucji należałoby zgłosić wadliwą i niebezpieczną konstrukcję placu zabaw,prawo budowlane,prawo administracyjne materialne,prawo administracyjne
2105,3075,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny",['czy w przedstawionej sytuacji klientka jest biegłym i czy powinna sporządzić pisemną opinię?'],czy w przedstawionej sytuacji klientka jest biegłym i czy powinna sporządzić pisemną opinię,prawo karne procesowe,prawo karne procesowe,prawo karne
2106,3077,89 Inne - praw medyczne,['czy wystawiając rachunek za lipiec klientka może wpisać kwotę 1600 zł w miejsce uprzednio otrzymywanego tzw. dodatku zembalowego?'],czy wystawiając rachunek za lipiec klientka może wpisać kwotę  zł w miejsce uprzednio otrzymywanego tzw dodatku zembalowego,inne  praw medyczne,inne â praw medyczne,prawo medyczne
2107,3078,114 Rzeczowe,"['czy klient jako członek wspólnoty może zostać zobowiązany do ponoszenia kosztów sądowych w\xa0przedmiotowej sprawie?', 'czy złożone przez klienta pełnomocnictwo, bez podania numeru księgi wieczystej mieszkania, jest ważne?']",czy klient jako członek wspólnoty może zostać zobowiązany do ponoszenia kosztów sądowych wprzedmiotowej sprawie czy złożone przez klienta pełnomocnictwo bez podania numeru księgi wieczystej mieszkania jest ważne,rzeczowe,rzeczowe,prawo cywilne
2108,3079,"69 Prawo karne procesowe, 73 Prawo karne wykroczeniowe","['czy w opisanej przez klienta sytuacji policja może prowadzić postępowanie w sprawie wykroczenia z art. 71 kodeksu wykroczeń?', 'jakie są prawa i obowiązki obwinionego?']",czy w opisanej przez klienta sytuacji policja może prowadzić postępowanie w sprawie wykroczenia z art  kodeksu wykroczeń jakie są prawa i obowiązki obwinionego,prawo karne procesowe,prawo karne procesowe,prawo karne
2109,3080,169 Dodatek COVID-19,['czy klientka może domagać się zapłaty dodatku covidowego za miesiące listopad i grudzień 2020 r. oraz styczeń i kwiecień 2021 r.?'],czy klientka może domagać się zapłaty dodatku covidowego za miesiące listopad i grudzień  r oraz styczeń i kwiecień  r,dodatek covid,covid,prawo medyczne
2110,3083,"77 Ustawa o prawach pacjenta i Rzeczniku Praw Pacjenta, 79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania","['jak kształtuje się odpowiedzialność klienta względem pacjentki?', 'co w przedstawionej sytuacji powinien zrobić klient?']",jak kształtuje się odpowiedzialność klienta względem pacjentki co w przedstawionej sytuacji powinien zrobić klient,ustawa o prawach pacjenta i rzeczniku praw pacjenta,ustawa o prawach pacjenta i rzeczniku praw pacjenta,prawo medyczne
2111,3084,"79 Ustawa o zawodach lekarza i lekarza dentysty, 91 Ustawa Kodeks pracy",['czy klientka może odmówić wykonywania dyżurów w godzinach popołudniowych bez konieczności ich odrabiania?'],czy klientka może odmówić wykonywania dyżurów w godzinach popołudniowych bez konieczności ich odrabiania,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2112,3085,20 Prawo budowlane,"['czy wymiana przez spółdzielnię mieszkaniową okien i drzwi w budynku wielomieszkaniowym, wymaga zgłoszenia lub pozwolenia na budowę?']",czy wymiana przez spółdzielnię mieszkaniową okien i drzwi w budynku wielomieszkaniowym wymaga zgłoszenia lub pozwolenia na budowę,prawo budowlane,prawo administracyjne materialne,prawo administracyjne
2113,3089,79 Ustawa o zawodach lekarza i lekarza dentysty,"['czy umowa o pracę klientki rozwiąże się z dniem wydania zaświadczenia lekarskiego?', 'czy w sytuacji klientki obowiązuje okres wypowiedzenia umowy o pracę?', 'czy w tej sytuacji klientka powinna udać się na urlop?']",czy umowa o pracę klientki rozwiąże się z dniem wydania zaświadczenia lekarskiego czy w sytuacji klientki obowiązuje okres wypowiedzenia umowy o pracę czy w tej sytuacji klientka powinna udać się na urlop,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2114,3091,"69 Prawo karne procesowe, 74 Ustawa Kodeks karny, 79 Ustawa o zawodach lekarza i lekarza dentysty","['w jaki sposób klientka powinna uzasadnić odmowę dalszego leczenia pacjenta?', 'w jaki sposób należy powiadomić pacjenta?', 'czy klientka może obecnie podjąć kroki prawne, jeżeli czuje się zagrożona zachowaniem pacjenta?']",w jaki sposób klientka powinna uzasadnić odmowę dalszego leczenia pacjenta w jaki sposób należy powiadomić pacjenta czy klientka może obecnie podjąć kroki prawne jeżeli czuje się zagrożona zachowaniem pacjenta,prawo karne procesowe,prawo karne procesowe,prawo karne
2115,3092,"79 Ustawa o zawodach lekarza i lekarza dentysty, 83 Ustawa o działalności leczniczej, 91 Ustawa Kodeks pracy",['czy lekarz rezydent może otrzymać polecenie konsultowania w ramach szpitalnego oddziału ratunkowego oraz dyżurowania na dwóch oddziałach jednocześnie?'],czy lekarz rezydent może otrzymać polecenie konsultowania w ramach szpitalnego oddziału ratunkowego oraz dyżurowania na dwóch oddziałach jednocześnie,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2116,3095,39 Prawo finansowe,['czy klient może żądać od banku odszkodowania za działania oszustów?'],czy klient może żądać od banku odszkodowania za działania oszustów,prawo finansowe,prawo administracyjne materialne,prawo administracyjne
2117,3096,"69 Prawo karne procesowe, 79 Ustawa o zawodach lekarza i lekarza dentysty","['jak powinna się zachować klientka w związku otrzymanym pismem?', 'czy klienta ma obowiązek złożyć zeznania, mimo że obecnie przebywa na zwolnieniu lekarskim z powodu ciąży?']",jak powinna się zachować klientka w związku otrzymanym pismem czy klienta ma obowiązek złożyć zeznania mimo że obecnie przebywa na zwolnieniu lekarskim z powodu ciąży,prawo karne procesowe,prawo karne procesowe,prawo karne
2118,3097,164 COVID-19,"['czy klient jest zobowiązany do odbycia obowiązkowej kwarantanny domowej?', 'czy klient ma podstawy do zaskarżenia decyzji komendanta straży granicznej o wpisaniu klienta na listę osób objętych obowiązkową kwarantanną domową?', 'czy klient jest zobowiązany do zainstalowania aplikacji ""kwarantanna domowa""?']",czy klient jest zobowiązany do odbycia obowiązkowej kwarantanny domowej czy klient ma podstawy do zaskarżenia decyzji komendanta straży granicznej o wpisaniu klienta na listę osób objętych obowiązkową kwarantanną domową czy klient jest zobowiązany do zainstalowania aplikacji kwarantanna domowa,covid,covid,prawo medyczne
2119,3099,"79 Ustawa o zawodach lekarza i lekarza dentysty, 115 Zobowiązania",['jak kształtują się podstawy odpowiedzialności klienta prowadzącego leczenie w ramach indywidualnej praktyki lekarskiej?'],jak kształtują się podstawy odpowiedzialności klienta prowadzącego leczenie w ramach indywidualnej praktyki lekarskiej,ustawa o zawodach lekarza i lekarza dentysty,ustawa o zawodach lekarza i lekarza dentysty,prawo medyczne
2120,3100,91 Ustawa Kodeks pracy,"['czy konkluzje opinii o sygn. 014850 i 014620 są aktualne?', 'czy od momentu wysłania opinii o sygn. 014850 i 014620 przepisy przywołane w tych opiniach uległy lub ulegną zmianie?', 'czy prowadzone są prace legislacyjne dotyczące zmiany przepisów przywołanych \nw opiniach o sygn. 014850 i 014620?']",czy konkluzje opinii o sygn  i  są aktualne czy od momentu wysłania opinii o sygn  i  przepisy przywołane w tych opiniach uległy lub ulegną zmianie czy prowadzone są prace legislacyjne dotyczące zmiany przepisów przywołanych w opiniach o sygn  i,ustawa kodeks pracy,ustawa kodeks pracy,prawo pracy
