text_full;label_high;;;;;
kto i w jaki sposób powinien odrzucić spadek;prawo cywilne;;;;;
czy pracodawca może polecić pracownikowi pracę na oddziale innym niż izba przyjęć jeżeli pracodawca może polecić pracownikowi pracę na oddziale innym niż izba przyjęć to jakich formalności powinien on dopełnić;prawo pracy;;;;;
czy klientka może świadczyć usługi medycyny estetycznej w gabinecie kosmetycznym swojej znajomej czy klientka nadal będzie mogła rozliczać się kartą podatkową;prawo medyczne;;;;;
do jakiej grupy w ustawie o sposobie ustalania najniższego wynagrodzenia zasadniczego niektórych pracowników zatrudnionych w podmiotach leczniczych należałoby zakwalifikować rejestratorkę medyczną;prawo medyczne;;;;;
czy klientka może ubiegać się o zapłatę dodatku covidowego za okres od stycznia  r w jakiej wysokości klientka powinna otrzymać dodatek covidowy;prawo medyczne;;;;;
czy pieczęć nagłówkowa klienta może zawierać oznaczenie indywidualna specjalistyczna praktyka lekarska w jakiej formie musi być prowadzona dokumentacja medyczna czy musi być ona specjalnie zabezpieczona;prawo medyczne;;;;;
czy apteka może wystawić jedną łączną fakturę na leki refundowane dla współmałżonków;prawo podatkowe;;;;;
czy zakład opiekuńczoleczniczy dalej zol może przyjąć chorego niezdolnego do wyrażenia świadomej woli przed uzyskaniem zgody sądu co należy zrobić w sytuacji gdy pacjent został przyjęty do zol przed uzyskaniem zgody sądu a rodzina chce zabrać chorego do domu;prawo medyczne;;;;;
czy pracodawca może zmienić system czas pracy klienta z równoważnego na podstawowy czy pracodawca może zmienić ogłoszony już miesięczny harmonogram pracy;prawo pracy;;;;;
czy klientka ma prawo żądać od swojej pacjentki u której podejrzewa żółtaczkę pełnego pakietu badań w kierunku chorób zakaźnych;prawo medyczne;;;;;
co należy zrobić jeśli w internecie pojawią się opinie oczerniające lekarza;prawo administracyjne;;;;;
czy pracodawca ma prawo wypowiedzieć lub rozwiązać umowę o pracę zainteresowanej czy w sytuacji kiedy zainteresowana w okresie wypowiedzenia zajdzie w ciążę zostanie przywrócona do pracy;prawo pracy;;;;;
czy klient może zostać oddelegowany do pełnienia innych funkcji niż praca na macierzystym oddziale czy dyrekcja może poprzez polecenie służbowe zmusić klienta do samodzielnego znieczulania pacjentów;prawo medyczne;;;;;
czy klientka ma obowiązek wystawić w aptece fakturę na żądanie pacjenta na podstawie paragonu ile czasu ma klientka na wystawienie faktury na podstawie paragonu;prawo podatkowe;;;;;
czy klientka która jest psychoterapeutą może zostać zwolniona z tajemnicy zawodowej przez sąd w postępowaniu cywilnym;prawo medyczne;;;;;
czy na rewersie recepty musi znajdować pieczątka osoby sporządzającej lek recepturowy;prawo farmaceutyczne;;;;;
czy klientka ma prawo odmówić podpisana historii leczenia pacjentki jeżeli nie jest pewna oraz nie ma możliwości tego zweryfikowania czy klientka ma obowiązek podpisać dokumentację medyczną ze wsteczną datą która nie spełnia norma prawnych czy pracodawca może przenieść odpowiedzialność za błąd medyczny na klientkę;prawo medyczne;;;;;
czy kwotę  zł i  groszy klientka może wliczać do premii czy powinna zakwalifikować je inaczej na liście płac;prawo medyczne;;;;;
czy istnieje wzór programu zapewnienia jakości czy istnieje wzór programu szkoleń czy istnieje wzór raportu z audytu wewnętrznego;prawo medyczne;;;;;
czy klientka może przechowywać suplementy diety w przejściu pomiędzy izbą ekspedycyjną a gabinetem kierownika apteki;prawo farmaceutyczne;;;;;
czy wojewódzki inspektor farmaceutyczny może podczas wizyty w celu zabezpieczenia przeterminowanych leków skontrolować inne rzeczy w aptece;prawo farmaceutyczne;;;;;
czy pracodawca ma prawo wydać polecenie klientowi aby rozpoczynał pracę w innej miejscowości co powinien zrobić pracodawca w celu zmiany miejsca pracy klienta;prawo pracy;;;;;
czy hurtownia farmaceutyczna może zaopatrywać się w towary z wyłączeniem produktów leczniczych od drogerii;prawo farmaceutyczne;;;;;
w jaki sposób można ustanowić zakaz zbliżania się brata zainteresowanego do jego rodziców;prawo karne;;;;;
jakie są prawa i obowiązki klienta na przesłuchaniu w charakterze świadka;prawo medyczne;;;;;
czy ochrona wynikająca z wniosku o obniżenie wymiaru czasu pracy oznacza również ochronę przed zwolnieniem z przyczyn leżących po stronie pracodawcy z wypłatą odpowiedniego odszkodowania;prawo pracy;;;;;
czy po podpisaniu czwartej umowy żona klienta będzie zatrudniona na podstawie umowy o pracę na czas nieokreślony;prawo pracy;;;;;
czy pracodawca mógł rozwiązać umowę o pracę z klientką jakie uprawnienia przysługują klientce w związku z niewykorzystanym urlopem wypoczynkowym;prawo pracy;;;;;
jak długą przerwę w wykonaniu zawodu może mieć technik farmacji aby nie stracić uprawnień do wykonywania zawodu;prawo farmaceutyczne;;;;;
czy pracodawca może oddelegować lekarza rezydenta do pracy w szpitalnym oddziale ratunkowym;prawo medyczne;;;;;
co w przedmiotowej sprawie może zrobić klientka aby odwołać się od nałożonej kary umownej oraz potrąconej kwoty z wynagrodzenia tytułem zwrotu nienależnie przekazanych środków finansowych;odpowiedzi niestandardowe;;;;;
jaka jest podstawa prawna wypłaty kwoty  zł i  gr w jaki sposób obecnie klientka powinna wypłacać tę kwotę;prawo medyczne;;;;;
czy klient ma obowiązek wskazać kto prowadził pojazd jeżeli tego nie pamięta;prawo administracyjne;;;;;
czy klient może zostać oddelegowany do świadczenia dyżurów w ramach sor;prawo pracy;;;;;
co w przedmiotowej sprawie może zrobić klientka;prawo medyczne;;;;;
czy klientka może odzyskać zapłaconą kwotę w jaki sposób klientka może uwolnić się od uciążliwych telefonów;prawo administracyjne;;;;;
co może zrobić klient aby móc zapewnić sobie możliwość zamieszkiwania w domu należącym do syna i synowej klienta dożywotnio;prawo cywilne;;;;;
w jaki sposób klientka może usprawiedliwić nieobecność na rozprawie w sądzie;prawo cywilne;;;;;
co w przedmiotowej sprawie może zrobić klientka;prawo medyczne;;;;;
czy klientka ma obowiązek pobierania od pacjentów zgody na przetwarzanie danych osobowych;prawo administracyjne;;;;;
czy lekarze rezydenci mogą być delegowani do pełnienia dyżurów w ramach izby przyjęć czy na izbie przyjęć w szpitalu może dyżurować tylko jeden lekarz rezydent;prawo medyczne;;;;;
jakich argumentów oprócz już przedstawionych może użyć klient podczas rozprawy sądowej;prawo karne;;;;;
czy stanowisko spółdzielni mieszkaniowej jest prawidłowe;prawo administracyjne;;;;;
czy przesłana przez klienta propozycja przewalutowania kredytu hipotecznego jest zgodna z prawem;odpowiedzi niestandardowe;;;;;
jak się kształtuje w niniejszej sprawie odpowiedzialność klienta za błędy medyczne w trakcie pracy na sor;prawo karne;;;;;
czy polska apteka internetowa może sprzedawać wysyłkowo za granicę produkty lecznicze wyroby medyczne kosmetyki suplementy diety i środki spożywcze specjalnego przeznaczenia żywieniowego;prawo farmaceutyczne;;;;;
czy pracodawca może oddelegować lekarza rezydenta do pracy w ramach dyżuru medycznego na izbie przyjęć szpitala czy klientka powinna otrzymać polecenie pracodawcy na piśmie czy klientka bez podpisania klauzuli optout może być zobowiązana do dyżurowania ponad normy przewidziane w przepisach prawa czy w przypadku pełnienia dyżuru medycznego w piątek klientce będzie przysługiwać tzw zejście po dyżurze;prawo medyczne;;;;;
w jaki sposób klientka może żądać rekompensaty od szpitala który wykazywał ją jako lekarza udzielającego świadczeń zdrowotnych w tym szpitalu pomimo zakończonej współpracy;prawo administracyjne;;;;;
czy klientka jeżeli posiada nową książkę kontroli w aptece to czy musi wypełnić do końca książkę starą czy może ją wyrejestrować i korzystać już z nowej;prawo farmaceutyczne;;;;;
jak kształtuje się odpowiedzialność klientki za błędy lekarskie czy klientka jest zobowiązana do podania numeru swojej polisy oc;prawo medyczne;;;;;
czy klientka ma obowiązek zgłosić aptekę do centralnego rejestru podmiotów akcyzowych;prawo podatkowe;;;;;
czy w sytuacji w której jeden z rodziców wyraża zgodę na leczenie dziecka a drugi rodzic nie wyraża zgody na leczenie dziecka lekarz może podjąć leczenie czy pismo ojca klienta stanowi dokumentację medyczną czy przychodnia może udostępnić matce pacjenta pismo ojca pacjenta;prawo medyczne;;;;;
czy klientka może pełnić funkcję zastępcy kierownika apteki;prawo farmaceutyczne;;;;;
czy w przypadku śmierci matki klienta apteka będzie mogła dalej funkcjonować;prawo farmaceutyczne;;;;;
czy były członek zarządu odwołany uchwałą wspólnoty mieszkaniowej może wrócić do pełnienia tej funkcji;prawo cywilne;;;;;
czy w przedmiotowej sprawie wspólnota mieszkaniowa jest zobowiązana do naprawy instalacji grzewczej;prawo cywilne;;;;;
czy wspólnota mieszkaniowa może żądać od właścicielki lokalu doprowadzenia jej balkonu do wyglądu zbieżnego z pozostałymi balkonami w budynku;prawo cywilne;;;;;
czy z korespondencji z pacjentką wynika groźba w stosunku do klientki;prawo karne;;;;;
czy klientka może w ramach zapotrzebowania sprzedać szczepionki które są obecnie reglamentowane;prawo medyczne;;;;;
czy klientka musi odebrać świadectwo pracy osobiście czy też pracodawca może wysłać je listem poleconym czy w razie osobistego odbioru świadectwa pracy klientka może domagać się zwrotu kosztów dojazdu z domu do miejsca pracy jakie będą skutki nieodebrania listu poleconego od pracodawcy bądź odmowy podpisania odbioru świadectwa pracy;prawo pracy;;;;;
czy klient słusznie wystąpił do pracodawcy z żądaniem wyrównania wynagrodzenia za czas uprzednio przepracowany;prawo pracy;;;;;
czy klientka ma prawo spisać numer dowodu osobistego pacjenta w celu sporządzenia dokumentacji medycznej;prawo administracyjne;;;;;
jak kształtuje się odpowiedzialność podmiotu leczniczego i klienta za błędy lekarskie;prawo medyczne;;;;;
jakie prawa i obowiązki ma klientka w związku z wezwaniem przez rzecznika odpowiedzialności zawodowej na przesłuchanie w charakterze świadka;prawo karne;;;;;
czy w świetle aktualnych obostrzeń związanych z covid klientka ma możliwość zorganizowania zebrania członków wspólnoty w którym potencjalnie wzięłoby udział  osób;prawo medyczne;;;;;
czym skutkuje wydziedziczenie testamentowe w jaki sposób można podważyć wydziedziczenie;prawo cywilne;;;;;
czy klientka może skutecznie wycofać wypowiedzenie umowy o pracę jeśli minie okres wypowiedzenia;prawo pracy;;;;;
czy wspólnota mieszkaniowa może czerpać korzyści z posiadania w kamienicy skrzynki energetycznej zktórej zasilane są również inne budynki;prawo cywilne;;;;;
jakie są zalety i wady użytkowania oraz służebności osobistej mieszkania i które rozwiązanie jest dla klienta korzystniejsze czy umowa użytkowania bądź służebności osobistej mieszkania może być zawarta tylkoz jednym ze współwłaścicieli nieruchomości jak kształtuje się kwestia opłat notarialnych w związku ze sporządzeniem stosownej umowy czy okoliczność że klient oraz jego małżonka chcą udzielić synowi i synowej pożyczki na spłatę kredytu hipotecznego domu ma w tej sytuacji znaczenie;prawo cywilne;;;;;
jakie prawa i obowiązki przysługują klientowi podczas przesłuchania jak wygląda odpowiedzialność klienta w podanej sytuacji;prawo karne;;;;;
czy klient może zastrzec aby wszelka korespondencja była mu doręczana wyłącznie do rąk własnych lub poprzez awizo czy istnieje prawny obowiązek posiadania skrzynki pocztowej przypisanej do mieszkania czy klient może zlikwidować skrzynkę pocztową przypisaną do jego mieszkania czy urzędy administracji publicznej mogą dokonywać doręczeń elektronicznych czy klient może zastrzec że nie chce otrzymywać pism z urzędów drogą elektroniczną;prawo administracyjne;;;;;
w jaki sposób pani xx oraz pani z mogą przekazać nieruchomość dzieciom pani y;prawo cywilne;;;;;
czy stosunek pracy syna klientki ulegnie rozwiązaniu z dniem  sierpnia  r;prawo pracy;;;;;
w jaki sposób klientka może odmówić leczenia pacjenta;prawo medyczne;;;;;
czy klientka jako kierownik apteki ma obowiązek obsłużyć pacjenta w aptece który nie zasłania ust i nosa czy klientce grozi kara w przypadku nieobsłużenia pacjenta o którym mowa powyżej czy klientka obsługująca pacjenta za zasłoną ma obowiązek noszenia maseczki;prawo farmaceutyczne;;;;;
jakie należy podjąć kroki w celu ubezwłasnowolnienia częściowego brata klienta;prawo cywilne;;;;;
czy klient może uzyskiwać informacje na temat zleceniobiorcy na podstawie formularza rekrutacyjnego a nie na podstawie oświadczenia załączanego do umowy zlecenie;prawo administracyjne;;;;;
czy krajowa izba rozliczeniowa posiada informacje o posiadanych kontach bankowych osoby zmarłej czy klientka powinna złożyć ponowny wniosek o udzielenie informacji z krajowej izby rozliczeniowej jak wygląda zakres dostępu klientki do konta bankowego osoby zmarłej;prawo administracyjne;;;;;
czy klientka może domagać się w przedmiotowej sprawie odszkodowania;prawo administracyjne;;;;;
w jaki sposób klientka może sprzedać aptekę i punkt apteczny;prawo farmaceutyczne;;;;;
w jaki sposób klient ma przekazać dokumentację medyczną co stanowi art   a kodeksu karnego;prawo karne;;;;;
czy klientka pełniąca dyżur w macierzystym oddziale może zostać oddelegowana do jednoczesnego odbywania dyżuru na sor czy klientka musi pełnić dyżur jeżeli otrzymała polecenie służbowe w tym zakresie tego samego dnia czy klientka musi stosować się do polecenia służbowego jeżeli jest ono przekazywane przez pracowników sor;prawo medyczne;;;;;
czy bratankowie klientki będą odpowiadać swoim majątkiem za zobowiązania swojego ojca;prawo cywilne;;;;;
czy zachowanie pracodawcy jest zgodne z prawem;prawo pracy;;;;;
czy klient może rozwiązać umowę o pracę bez negatywnych dla niego konsekwencji;prawo pracy;;;;;
na jakie stanowisko pracy zostanie przywrócona pracownica która zaszła w ciąże w okresie wypowiedzenia a której stanowisko pracy pracodawca planował zlikwidować;prawo pracy;;;;;
w jaki sposób gabinet lekarski klienta może sprowadzić preparaty witaminowe z innego kraju unii europejskiej;prawo farmaceutyczne;;;;;
w jaki sposób powinno zostać podniesione wynagrodzenie pracowników w związku z podniesieniem wysokości minimalnego wynagrodzenia za pracę;prawo pracy;;;;;
w jaki sposób dzielony jest spadek po zmarłej babci w jakim czasie po śmierci spadkodawcy należy podjąć kroki prawne jakie formalności i gdzie należy dopełnić jakie opłaty się z tym wiążą;prawo cywilne;;;;;
czy odmowa ergo hestii jest zasadna jakie kroki może podjąć klient aby uzyskać odszkodowanie;prawo cywilne;;;;;
czy agresja słowna i fizyczna pacjenta na lekarza oraz pielęgniarki w przychodni kwalifikuje się jako atak na funkcjonariusza publicznego czy klientka może bez zgody pacjenta wykreślić go z listy pacjentów w przychodni w ramach nfz;prawo karne;;;;;
czy klient może żądać zaległego wynagrodzenia za korzystanie z lokalu;prawo cywilne;;;;;
czy klientce przysługuje roszczenie o wypłatę dodatku covidowego;prawo medyczne;;;;;
czy nabywca apteki będzie musiał dostosować aptekę do najnowszych przepisów dotyczących wymagań lokalowych;prawo farmaceutyczne;;;;;
czy klient musi wykonać badania okresowe w dniu  września  r;prawo pracy;;;;;
czy klientka musi wydać opinię na polecenie sądu na jakiej podstawie klientka może odmówić wydania opinii;prawo karne;;;;;
w jaki sposób klientka może zabezpieczyć przejście majątku po śmierci matki na jej rzecz;prawo cywilne;;;;;
czy wydruk wygenerowany z opisu wizyty możemy uznać za oryginał dokumentacji medycznej;prawo medyczne;;;;;
jaką podstawę prawną zwolnienia z vat klient powinien wpisać na fakturze;prawo podatkowe;;;;;
jak kształtuje się instytucja zachowku w jaki sposób należy zrzec się swojej części spadku jakich obowiązków podatkowych należy dopełnić w związku ze spadkobraniem;prawo cywilne;;;;;
czy klient powinien podejmować dalsze kroki w celu uchylenia kary nagany i udać się do sądu pracy;prawo pracy;;;;;
co należy zrobić jeśli w internecie pojawiają się opinie zniesławiające lekarza jak się bronić przed tego typu działaniem w internecie jakie prawa ma zniesławiona osoba;prawo administracyjne;;;;;
co oznacza wskazany przez klientkę fragment treści orzeczenia lekarskiego lekarza medycyny pracy czy w przypadku ponownego pojawienia się takiego samego zapisu pracodawca będzie mógł go interpretować analogicznie;odpowiedzi niestandardowe;;;;;
czy klientka może zmienić formę prowadzenia działalności gospodarczej;prawo farmaceutyczne;;;;;
jakie są prawa i obowiązki klientki na przesłuchaniu w charakterze świadka prowadzonegow ramach postępowania karnego;prawo karne;;;;;
czy dyrekcja może zabronić lekarzom rezydentom odbywania staży zewnętrznych czy lekarz dyżurny odpowiada za to że zalecenia wydane pielęgniarkom nie są realizowane na czas;prawo medyczne;;;;;
czy klientka biorąc pod uwagę opisany stan faktyczny jest zobowiązania do posiadania kasy fiskalnej;prawo podatkowe;;;;;
czym różni się umowa darowizny od umowy sprzedaży oraz jak kształtują się koszty w przypadku zawarcia tych umów;prawo cywilne;;;;;
czy klient musi wystąpić o zgodę na przeprowadzenie amputacji nogi do sądu;prawo medyczne;;;;;
co może zrobić klientka w celu zabezpieczenia się przed odpowiedzialnością za błąd medyczny w przypadku pełnienia dyżuru na dwóch oddziałach jednocześnie;prawo medyczne;;;;;
czy nieletni pacjent może być leczony w gabinecie bez obecności przedstawiciela ustawowego jeśli uprzednio wyraził on zgodę na leczenie czy przedstawiciel ustawowy lub opiekun prawny musi być obecny na wizycie na której będą podawane leki czy wystarczy tylko ogólna zgoda na podanie leków lub zgoda na leczenie czy nieletni pacjent który przychodzi na wizytę z opiekunem faktycznym powinien mieć zgodę przedstawiciela ustawowego na wizytę w obecności opiekuna faktycznego;prawo medyczne;;;;;
czy firma wywożąca śmieci ponosi odpowiedzialność za działania swojego pracownika co w tej sytuacji dalej może zrobić klient;prawo cywilne;;;;;
czy podwieszka znajdująca się nad miejscem postojowym położona jest na odpowiedniej wysokości czy klient może domagać się usunięcia podwieszki mimo że mógł się dowiedzieć o jej istnieniu w momencie zakupu miejsca postojowego;prawo administracyjne;;;;;
czy działalność opisana w przesłanych umowach jest zgodna z ustawą prawo farmaceutyczne oraz z przepisami rozporządzenia parlamentu europejskiego i rady ue  w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy we ogólne rozporządzenie o ochronie danych;prawo administracyjne;;;;;
czy pracodawca może wypowiedzieć klientowi umowę o pracę;prawo farmaceutyczne;;;;;
czy tzw zejście lekarza po dyżurze wlicza się do czasu pracy lekarza i należy się za ten czas wynagrodzenie jeżeli odpowiedź na pierwsze pytanie jest przecząca to czy klient wraz z pracodawcą mogą ustalić że klientowi będzie przysługiwało wynagrodzenie za zejście po dyżurze;prawo medyczne;;;;;
czy klientka będąc zatrudniona na podstawie umowy rezydenckiej może nie zgodzić się na podpisanie aneksu do umowy przewidującego odebranie dodatku do wynagrodzenia jakie konsekwencję mogą spotkać klientkę jeżeli nie podpisze aneksu;prawo pracy;;;;;
czy konkurencyjna firma może zgłosić do urzędu unii europejskiej ds własności intelektualnej że firma klienta nie ma prawa do wykorzystywania wzoru przemysłowego;prawo miädzynarodowe;;;;;
jakie przesłanki musi spełniać izba przyjęć aby była uznana przez szpital jako izba przyjęć;prawo medyczne;;;;;
czy przedmiotowa inwestycja może być sfinansowana z funduszu remontowego czy jest możliwość zaciągnięcia kredytu w celu sfinansowania inwestycji czy należałoby stworzyć fundusz celowy;prawo cywilne;;;;;
czy pracodawca może zobowiązać klientkę do podpisywania obserwacji przy których nie była obecna;prawo medyczne;;;;;
czy klientka może odmówić leczenia pacjenta;prawo medyczne;;;;;
czy pracodawca może zobowiązać klienta do pracy w dniu w którym zgodnie z grafikiem klient nie świadczy pracy;prawo pracy;;;;;
czy istnieje możliwość zmiany umowy spółki z oo podczas zdalnego walnego zgromadzenia wspólników;prawo cywilne;;;;;
co w przedmiotowej sprawie może zrobić klientka;prawo administracyjne;;;;;
jak kształtuje się odpowiedzialność klientki za błędy lekarskie czy klientka jest zobowiązana do podania numeru swojej polisy oc;prawo medyczne;;;;;
czy w umowie o ustanowienie służebności strony mogą zobowiązać się do tego że na terenie objętym służebnością nie będzie postawiony płot a już istniejący zostanie usunięty;prawo cywilne;;;;;
jakie kroki prawne może podjąć klient czy podjęte działania będą skuteczne na drodze prawnej;prawo karne;;;;;
w jakim terminie klient powinien złożyć odwołanie od decyzji ubezpieczyciela;prawo cywilne;;;;;
czy klientka może zgłosić aptekę pod nazwą apteka farmekspert lub apteka ekspert czy klientka nadal może prowadzić działalność w mediach społecznościowych oraz reklamować dermolek;prawo farmaceutyczne;;;;;
jakie kroki powinien podjąć klient w przedmiotowej sprawie czy klient powinien wystawić asystentce skierowanie na przeprowadzenie procedur poekspozycyjnych jeżeli tak to z jaką datą należy wystawić skierowanie;prawo medyczne;;;;;
czy podmiot który wykonuje działalność leczniczą ma prawo kupić igły do iniekcji bez zapotrzebowania;prawo farmaceutyczne;;;;;
czy możliwe jest uchylenie się od złożonego oświadczenia woli  zgody na rozwiązanie stosunku pracy;prawo pracy;;;;;
na podstawie jakiego dokumentu klientka powinna wydać rzeczy należące do spadku synowej;prawo cywilne;;;;;
co w przedmiotowej sprawie może zrobić klientka;prawo medyczne;;;;;
w jaki sposób klient może zabezpieczyć swój interes na czas gdy w lokalu będzie zamieszkiwać była właścicielka;prawo cywilne;;;;;
czy upływ  miesięcy od momentu śmierci spadkodawcy wpływa na procedurę dziedziczenia;prawo cywilne;;;;;
czy pracodawca może przenieść klientkę na inne stanowisko czy w przypadku rozwiązania umowy klientka będzie uprawniona do odprawy emerytalnej;prawo pracy;;;;;
czy w przypadku odrzucenia spadku przez dziecko córki spadkodawcy żona teścia również będzie musiała odrzucić spadek jak wygląda procedura odrzucenia spadku w imieniu małoletnich dzieci czy istnieje rejestr w którym można uzyskać informacje na temat długów spadkodawcy;prawo cywilne;;;;;
czy policjanci będą zobowiązani do przesłuchania pacjentki w obecności opiekuna pacjentki;prawo karne;;;;;
jaki wymiar czasu pracy będzie miał zastosowanie do klienta oddelegowanego na podstawie art    kodeksu pracy;prawo pracy;;;;;
co ma zrobić klientka aby sąd nie zwrócił pisma procesowego z przyczyny brak adresu zamieszkania syna;prawo cywilne;;;;;
czy klientka jako lekarz rezydent pediatrii może zostać zobowiązana przez pracodawcę do pełnienia dyżurów na oddziale noworodkowym;prawo medyczne;;;;;
jakie będzie minimalne wynagrodzenie asystentki stomatologicznej zatrudnionej przez klienta na pełny etat;prawo medyczne;;;;;
od kiedy farmaceuci mają prawo do urlopu szkoleniowego tj czy od wejścia w życie ustawy czy od nowego letniego okresu rozliczeniowego w którym momencie przysługuje urlop szkoleniowy przed szkoleniem czy dopiero po przedstawieniu zaświadczenia o odbyciu szkolenia;prawo farmaceutyczne;;;;;
czy w podanej sytuacji żonie klienta przysługuje prawo do zapoznania się z materiałem dowodowym czy istnieje możliwość obejrzenia nagrania z płyty dvd która stanowi dowód w sprawie kiedy i gdzie można obejrzeć nagranie z płyty dvd czy policja powinna zostawić żonie klienta pokwitowanie lub protokół z czynności oględzin samochodu na potwierdzenie że nie stwierdzono uszkodzeń ani śladów kontaktu z innym autem;prawo karne;;;;;
czy spółdzielnia mieszkaniowa musi wyrazić zgodę na podzielenie lokalu czy taka zgoda rodzi po stronie spółdzielni mieszkaniowej dalsze konsekwencje;prawo administracyjne;;;;;
czy lekarz psychiatra ma prawo po przeprowadzonym badaniu odesłać do centrum interwencji kryzysowej osobę która dokonała próby samobójczej aż do momentu jej wytrzeźwienia czy pacjenci powinni płacić za pobyt w centrum interwencji kryzysowej kto ponosi odpowiedzialność w przypadku ewentualnej szkody doznanej przez pacjenta odesłanego przez psychiatrę do centrum interwencji kryzysowej;prawo medyczne;;;;;
jakie kroki może podjąć klient w związku z nieuprawnionym udostępnieniem jego danych osobowych;prawo administracyjne;;;;;
w przypadku jakich produktów pracownik sprzedaży w hurtowni farmaceutycznej ma obowiązek odesłania odmowy realizacji zamówienia wraz z uzasadnieniem;prawo farmaceutyczne;;;;;
w jaki sposób klientka może nabyć aptekę od rodziców;prawo farmaceutyczne;;;;;
czy w przypadku zlecenia zarządzania wspólnotą mieszkaniową zewnętrznej firmie zarządzającej zarząd wspólnoty przed podpisaniem umowy z firmą musi uzyskać zgodę wspólnoty mieszkaniowej;prawo cywilne;;;;;
czy w przypadku gdyby klientka otrzymała wypowiedzenie zmieniające i odmówiła pracy na nowym stanowisku przysługiwałaby jej odprawa emerytalna;prawo pracy;;;;;
do kiedy pracodawca musi udzielić klientowi urlopu wypoczynkowego za  r;prawo pracy;;;;;
czy klient ma możliwość odmowy udzielenia świadczenia w przypadku gdy podmiot leczniczy nie zapewnia sprawnego sprzętu medycznego;prawo medyczne;;;;;
jak długo należy przechowywać zapotrzebowania na zakup leków;prawo farmaceutyczne;;;;;
czy klientka musi wyrazić zgodę na potrącenie;prawo pracy;;;;;
czy towarzystwo ubezpieczeniowe może żądać przesłania kopii dowodu osobistego;prawo cywilne;;;;;
czy mąż klientki może dochodzić jakiś praw względem mieszkania które wchodzi w skład masy spadkowej po jego dziadku czy jeżeli rodzice męża klientki przepiszą na niego mieszkanie to czy brat męża będzie mógł dochodzić po ich śmierci roszczeń związanych z dokonaną darowizną czy istnieje możliwość zabezpieczenia się przed sytuacją opisaną w pytaniu nr;prawo cywilne;;;;;
czy istnieje obowiązek dokonania działu spadku w określonym terminie jakich obowiązków podatkowych należy dopełnić w związku ze spadkobraniem;prawo cywilne;;;;;
czy sanepid będzie miał obowiązek odebrania lokalu od klienta jakie warunki powinien spełniać salon masażu;prawo medyczne;;;;;
co mąż klientki powinien zrobić w związku z otrzymanym z sądu pismem;prawo cywilne;;;;;
jakie są prawa i obowiązki świadka w postępowaniu karnym kto może zwolnić klientkę z tajemnicy zawodowej podczas przesłuchania w charakterze świadka;prawo karne;;;;;
ilu członków zarządu musi podpisać umowę o zarządzaniu nieruchomością;prawo cywilne;;;;;
co należy zrobić jeśli w sieci pojawią się opinie oczerniające lekarza;prawo administracyjne;;;;;
czy klientka może legalnie wynajmować gabinet od osoby prowadzącej indywidualną praktykę lekarską;prawo medyczne;;;;;
czy klient będzie mógł zostać zobowiązany do zapłaty kosztów szkolenia w jaki sposób klient mógłby uniknąć zapłaty;prawo pracy;;;;;
jaki okres wypowiedzenia znajduje zastosowanie w sytuacji klientki czy przepisy określają maksymalną liczbę godzin jakie pracownik może przepracowaćw trakcie weekendu;prawo pracy;;;;;
w jaki sposób gabinet lekarski klienta może sprowadzić preparaty witaminowe z innego kraju unii europejskiej które nie są dopuszczone do obrotu w polsce;prawo farmaceutyczne;;;;;
czy klientka musi płacić nowozatrudnionym pracownikom płacę minimalną czy tę wymaganą ustawą szczególną w trakcie okresu wypowiedzenia;prawo medyczne;;;;;
czy negatywna decyzja ubezpieczyciela tj odmowa wypłaty odszkodowania za złamanie palca u stopy jest zasadna;prawo cywilne;;;;;
czy klientka która jest psychologiem psychoterapeutą może zostać zwolniona z tajemnicy zawodowej przez sąd w postępowaniu cywilnym;prawo medyczne;;;;;
jakie warunki dotyczące wymogów sanitarnych dezynfekcji i maseczek powinien spełniać gabinet masażu klienta;prawo medyczne;;;;;
czy klient powinien zapłacić za źle wykonane dzieło czy klient może się starać o zadośćuczynienie odszkodowanie lub ewentualne obniżenie ceny jakie konsekwencje grożą klientowi w przypadku braku zapłaty jakie są potencjalne koszty postępowania gdyby sprawa została skierowana na drogę sądową;prawo cywilne;;;;;
w jaki sposób klient powinien weryfikować czy osoba zgłaszająca się po szczepienie trzecią dawką jest pracownikiem medycznym czy trzecia dawka szczepienia przysługuje również pracownikom niemedycznym zatrudnionym w podmiotach leczniczych;prawo medyczne;;;;;
jakie dokumenty klientka powinna obecnie złożyć aby zakończyć proces likwidacji spółki z oo;prawo cywilne;;;;;
jakie przepisy regulują kwestię przeprowadzania badań okresowych maszynistów w czasie pandemii co może zrobić pracownik jeśli mimo zawieszenia obowiązku wykonywania badań okresowych pracodawca poleca mu wykonanie takich badań;prawo pracy;;;;;
w jaki sposób klient powinien zachować się w stosunku do roszczeń pacjenta;prawo medyczne;;;;;
czy pacjent może zwolnić klientkę z obowiązku zachowania tajemnicy lekarskiej w ramach postępowania przygotowawczego czy klientka powinna zostać poinformowana o zwolnieniu z obowiązku zachowania tajemnicy lekarskiej w postępowaniu przygotowawczym z wyprzedzeniem;prawo karne;;;;;
jaka forma prawna przedsiębiorstwa pozwoli zatrudnić lekarza dentystę na podstawie umowy o pracę;prawo medyczne;;;;;
